id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_sqft,neighbours_avg_price,price_ratio,is_anomaly
7338402850,20141126T000000,250000.0,4,3.0,1800,2500,2.0,0,0,3,7,1800,0,2000,0,98108,47.5333,-122.294,1830,6900,138.88888888888889,280.2328301475901,0.4956196203554749,True
3508100161,20150327T000000,500000.0,4,3.0,2570,9104,2.0,0,2,3,7,2570,0,1930,0,98116,47.5821,-122.401,1630,4950,194.55252918287937,421.61690176462025,0.46144385665898635,True
7222000244,20150223T000000,300000.0,3,3.0,2850,9375,1.0,0,0,3,8,2240,610,1977,0,98055,47.4655,-122.209,1800,9375,105.26315789473684,221.2428441321884,0.4757810735421757,True
1180002745,20140521T000000,285000.0,3,1.75,2380,6000,1.5,0,0,3,7,1320,1060,1935,0,98178,47.498,-122.222,1290,6000,119.74789915966386,276.53470282093144,0.43303027771239966,True
6885900415,20150107T000000,290000.0,4,2.75,2240,8162,2.0,0,0,5,7,1380,860,1946,0,98133,47.7427,-122.34,1550,8163,129.46428571428572,281.1171068224141,0.46053506731651966,True
1453601502,20150226T000000,303697.0,4,2.0,2520,7334,1.0,0,0,3,7,1600,920,1955,0,98125,47.7263,-122.291,2040,7937,120.51468253968254,334.06079192461493,0.3607567408475707,True
9523100026,20140723T000000,748000.0,4,2.5,3170,4979,2.0,0,0,4,7,2570,600,1925,0,98103,47.6655,-122.34,2060,5000,235.9621451104101,473.2970118475525,0.4985498306640752,True
2891000610,20141211T000000,148900.0,4,1.75,1700,6000,1.0,0,0,3,7,1700,0,1967,0,98002,47.3252,-122.208,1280,6000,87.58823529411765,182.20708912696603,0.480707066414327,True
9272202260,20140924T000000,130000.0,3,1.0,1200,7000,2.0,0,0,1,7,1200,0,1908,0,98116,47.5883,-122.384,3290,6000,108.33333333333333,365.3961369151242,0.2964818792227611,True
9122000385,20140806T000000,415000.0,4,2.25,2520,4200,1.5,0,0,4,7,1510,1010,1909,0,98144,47.5814,-122.312,1460,4200,164.68253968253967,342.81860443195256,0.4803780703658636,True
3667500015,20140925T000000,770000.0,4,3.5,3680,2242,2.5,0,0,3,9,2670,1010,1930,2007,98112,47.6192,-122.307,1350,1288,209.2391304347826,489.5836260094073,0.42738179816242894,True
8935100100,20140701T000000,476000.0,4,3.0,2890,6885,1.0,0,0,3,7,1590,1300,1945,2015,98115,47.6763,-122.282,2180,6885,164.7058823529412,476.4587989693922,0.34568756565984193,True
7972602490,20141212T000000,220000.0,5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,98106,47.5271,-122.351,1370,7620,125.0,261.9038483305037,0.4772743920977406,True
7942601475,20140520T000000,345600.0,5,3.5,2800,5120,2.5,0,0,3,9,2800,0,1903,2005,98122,47.6059,-122.31,1780,5120,123.42857142857143,392.9961039151718,0.3140707253810676,True
9165100375,20141118T000000,510000.0,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,0,98117,47.6819,-122.393,1660,4040,186.13138686131387,426.91897984942716,0.4359876127478843,True
3413700130,20140625T000000,425000.0,3,2.5,2320,2267,3.0,0,0,3,8,2320,0,2009,0,98177,47.7027,-122.359,1240,1883,183.18965517241378,455.37749852096005,0.4022808675602182,True
7883603648,20140522T000000,300000.0,5,2.5,2760,6000,2.0,0,0,3,8,2760,0,2006,0,98108,47.5289,-122.321,1360,6000,108.69565217391305,226.90779375791897,0.4790300516952588,True
1257201420,20140709T000000,595000.0,4,3.25,3730,4560,2.0,0,0,3,9,2760,970,2015,0,98103,47.6725,-122.33,1800,4560,159.51742627345845,367.74580756067286,0.433770890092718,True
2424059170,20150219T000000,900000.0,5,6.0,7120,40806,2.0,0,4,3,12,5480,1640,2007,0,98006,47.5451,-122.114,3440,36859,126.40449438202248,281.6703798276197,0.4487674368152631,True
7896300592,20150114T000000,303500.0,6,4.5,3390,7200,2.0,0,0,3,8,2440,950,2007,0,98118,47.5205,-122.288,2040,7214,89.52802359882006,186.46571581374002,0.4801312842316241,True
6169901185,20140520T000000,490000.0,5,3.5,4460,2975,3.0,0,2,3,10,3280,1180,2015,0,98119,47.6313,-122.37,2490,4231,109.86547085201794,536.9749661132817,0.2046007314777509,True
